dispnum3,incidnum3,dispnum4,incidnum4,stday,stmon,styear,endday,endmon,endyear,duration,tbi,fatality,fatalpre,action,hostlev,numa,revtype1,revtype2,version
4095,4095056,-9,-9,7,10,1999,7,10,1999,1,0,0,0,7,3,1,1,0,4.3000002
4095,4095057,-9,-9,7,10,1999,7,10,1999,1,51,0,0,7,3,1,1,0,4.3000002
4095,4095058,-9,-9,27,11,1999,27,11,1999,1,74,0,0,12,3,1,1,0,4.3000002
4095,4095059,-9,-9,9,2,2000,9,2,2000,1,145,0,0,7,3,1,1,0,4.3000002
4095,4095060,-9,-9,3,7,2000,3,7,2000,1,14,0,0,12,3,1,1,0,4.3000002
4095,4095061,-9,-9,17,7,2000,17,7,2000,1,3,0,0,12,3,1,1,0,4.3000002
4095,4095062,-9,-9,20,7,2000,20,7,2000,1,76,0,0,12,3,1,1,0,4.3000002
4095,4095063,-9,-9,4,10,2000,5,10,2000,2,12,0,0,12,3,1,1,0,4.3000002
4095,4095064,-9,-9,16,10,2000,22,10,2000,7,4,0,0,12,3,1,1,0,4.3000002
4095,4095065,-9,-9,20,10,2000,21,10,2000,2,0,0,0,7,3,1,2,0,4.3000002
4095,4095066,-9,-9,20,10,2000,20,10,2000,1,32,0,0,7,3,1,1,0,4.3000002
4095,4095067,-9,-9,21,11,2000,21,11,2000,1,155,0,0,7,3,1,1,0,4.3000002
4095,4095068,-9,-9,25,4,2001,26,4,2001,2,0,0,0,7,3,1,1,0,4.3000002
4095,4095069,-9,-9,25,4,2001,26,4,2001,2,83,0,0,7,3,1,1,0,4.3000002
4095,4095070,-9,-9,17,7,2001,17,7,2001,1,3,0,0,12,3,1,1,0,4.3000002
4095,4095071,-9,-9,20,7,2001,20,7,2001,1,-9,0,0,7,3,1,1,0,4.3000002
4096,4096001,-9,-9,25,8,1997,23,12,1997,121,-9,0,0,14,4,1,2,0,4.3000002
4097,4097001,-9,-9,13,3,1997,13,3,1997,1,-9,0,0,17,4,1,2,0,4.3000002
4098,4098001,-9,-9,24,3,1996,24,3,1996,1,-9,0,0,7,3,1,1,0,4.3000002
4100,4100001,-9,-9,7,5,1995,7,5,1995,1,92,0,0,7,3,1,1,2,4.3000002
4100,4100002,-9,-9,7,8,1995,7,8,1995,1,0,0,0,7,3,1,1,2,4.3000002
4100,4100003,-9,-9,7,8,1995,7,8,1995,1,-9,0,0,10,3,1,1,2,4.3000002
4100,4100004,-9,-9,-9,10,1995,17,10,1995,-9,-9,0,0,7,3,1,1,2,4.3000002
4101,4101001,-9,-9,12,8,1995,-9,11,1995,-9,12,0,0,11,3,1,2,0,4.3000002
4101,4101002,-9,-9,24,8,1995,-9,11,1995,-9,-9,0,0,11,3,1,2,0,4.3000002
4102,4102001,-9,-9,12,8,1995,-9,11,1995,-9,12,0,0,11,3,1,2,0,4.3000002
4102,4102002,-9,-9,24,8,1995,-9,11,1995,-9,-9,0,0,11,3,1,2,0,4.3000002
4103,4103001,-9,-9,10,1,1994,10,1,1994,1,-9,0,0,8,3,1,4,0,4.3000002
4104,4104001,-9,-9,-9,6,1994,-9,6,1994,-9,-9,0,0,16,4,1,4,0,4.3000002
4105,4105001,-9,-9,29,3,1995,29,3,1995,1,-9,0,0,7,3,1,1,2,4.3000002
4106,4106001,-9,-9,20,6,1993,20,6,1993,1,-9,0,0,7,3,1,2,0,4.3000002
4107,4107001,-9,-9,26,2,1997,21,3,1997,24,-9,0,0,15,4,1,4,0,4.3000002
4108,4108001,-9,-9,26,3,1997,26,3,1997,1,-9,0,0,8,3,1,2,0,4.3000002
4109,4109001,-9,-9,17,10,1996,25,10,1996,9,-9,0,0,12,3,1,1,0,4.3000002
4111,4111001,-9,-9,5,8,1998,-9,8,1998,-9,-9,0,0,11,3,1,2,0,4.3000002
4113,4113001,-9,-9,6,11,1994,6,11,1994,1,-9,0,0,16,4,1,2,0,4.3000002
4114,4114001,-9,-9,23,10,1994,23,10,1994,1,45,0,0,7,3,1,1,0,4.3000002
4114,4114002,-9,-9,7,12,1994,10,12,1994,4,25,-9,-9,17,4,1,1,0,4.3000002
4114,4114003,-9,-9,1,1,1995,1,1,1995,1,9,-9,-9,16,4,1,1,0,4.3000002
4114,4114004,-9,-9,10,1,1995,10,1,1995,1,4,2,26,17,4,1,1,0,4.3000002
4114,4114005,-9,-9,14,1,1995,14,1,1995,1,1,0,0,11,3,1,1,0,4.3000002
4114,4114006,-9,-9,15,1,1995,15,1,1995,1,0,0,0,16,4,1,1,0,4.3000002
4114,4114007,-9,-9,15,1,1995,15,1,1995,1,9,0,0,12,3,1,1,0,4.3000002
4114,4114008,-9,-9,24,1,1995,27,1,1995,4,-9,0,0,11,3,1,1,0,4.3000002
4116,4116001,-9,-9,6,1,1994,-9,1,1994,-9,-9,0,0,11,3,1,4,0,4.3000002
4117,4117001,-9,-9,22,10,1997,22,10,1997,1,85,0,0,12,3,1,1,0,4.3000002
4117,4117002,-9,-9,15,1,1998,22,1,1998,8,76,0,0,11,3,1,1,0,4.3000002
4117,4117003,-9,-9,1,4,1998,20,4,1998,20,-9,0,0,12,3,1,1,0,4.3000002
4118,4118001,-9,-9,15,6,1995,18,6,1995,4,141,0,0,8,3,1,4,0,4.3000002
4118,4118002,-9,-9,3,11,1995,3,11,1995,1,-9,0,0,1,2,1,4,0,4.3000002
4119,4119001,-9,-9,3,1,1994,10,1,1994,8,16,0,0,12,3,1,1,0,4.3000002
4119,4119002,-9,-9,19,1,1994,19,1,1994,1,26,0,0,12,3,1,1,0,4.3000002
4119,4119003,-9,-9,14,2,1994,14,2,1994,1,4,0,0,11,3,1,1,0,4.3000002
4119,4119004,-9,-9,18,2,1994,19,2,1994,2,69,-9,-9,17,4,1,1,0,4.3000002
4119,4119005,-9,-9,28,4,1994,10,5,1994,13,133,1,4,17,4,1,1,0,4.3000002
4119,4119006,-9,-9,8,9,1994,8,9,1994,1,80,1,10,17,4,1,1,0,4.3000002
4119,4119007,-9,-9,27,11,1994,27,11,1994,1,-9,0,0,11,3,1,1,0,4.3000002
4121,4121001,-9,-9,13,11,1995,13,11,1995,1,32,0,0,12,3,1,1,2,4.3000002
4121,4121002,-9,-9,15,12,1995,19,12,1995,5,0,1,16,17,4,1,1,0,4.3000002
4121,4121003,-9,-9,15,12,1995,17,12,1995,3,3,1,9,17,4,1,1,2,4.3000002
4121,4121004,-9,-9,18,12,1995,-9,12,1995,-9,0,-9,-9,14,4,1,1,0,4.3000002
4121,4121005,-9,-9,18,12,1995,31,12,1995,14,1,-9,-9,14,4,1,1,0,4.3000002
4121,4121006,-9,-9,19,12,1995,19,12,1995,1,1,-9,-9,17,4,1,1,0,4.3000002
4121,4121008,-9,-9,21,12,1995,22,12,1995,2,1,0,0,15,4,1,1,0,4.3000002
4121,4121009,-9,-9,22,12,1995,22,12,1995,1,2,0,0,15,4,1,1,0,4.3000002
4121,4121010,-9,-9,24,12,1995,-9,12,1995,-9,-9,0,0,7,3,1,1,0,4.3000002
4121,4121011,-9,-9,-9,4,1996,-9,4,1996,-9,-9,0,0,8,3,1,1,0,4.3000002
4121,4121012,-9,-9,-9,8,1996,-9,8,1996,-9,-9,-9,-9,17,4,1,1,0,4.3000002
4121,4121013,-9,-9,10,8,1996,28,8,1996,19,5,0,0,14,4,1,1,0,4.3000002
4121,4121014,-9,-9,15,8,1996,15,8,1996,1,-9,-9,-9,16,4,1,1,0,4.3000002
4122,4122001,-9,-9,22,9,1996,24,9,1996,3,30,-9,-9,17,4,1,4,0,4.3000002
4122,4122002,-9,-9,22,10,1996,17,5,1997,208,-9,-9,-9,17,4,1,3,1,4.3000002
4123,4123001,-9,-9,27,9,1997,27,9,1997,1,0,0,0,12,3,1,0,0,4.3000002
4123,4123002,-9,-9,27,9,1997,28,9,1997,2,30,-9,-9,16,4,1,2,0,4.3000002
4123,4123003,-9,-9,27,10,1997,27,10,1997,1,7,-9,-9,17,4,1,0,0,4.3000002
4123,4123004,-9,-9,3,11,1997,-9,11,1997,-9,-9,0,0,11,3,1,0,0,4.3000002
4124,4124001,-9,-9,21,7,1996,21,7,1996,1,-9,-9,-9,17,4,1,3,0,4.3000002
4124,4124002,-9,-9,-9,10,1996,-9,10,1996,-9,-9,0,0,11,3,1,2,0,4.3000002
4124,4124003,-9,-9,-9,1,1997,-9,1,1997,-9,-9,3,-9,17,4,1,2,3,4.3000002
4124,4124004,-9,-9,-9,5,1997,-9,5,1997,-9,-9,-9,-9,17,4,1,2,3,4.3000002
4124,4124005,-9,-9,-9,6,1997,-9,6,1997,-9,-9,0,0,11,3,1,2,0,4.3000002
4124,4124006,-9,-9,3,10,1997,3,10,1997,1,146,0,0,17,4,1,2,0,4.3000002
4124,4124007,-9,-9,26,2,1998,26,2,1998,1,1,-9,-9,17,4,1,2,0,4.3000002
4124,4124008,-9,-9,27,2,1998,-9,3,1998,-9,5,-9,-9,17,4,1,2,3,4.3000002
4124,4124009,-9,-9,4,3,1998,4,3,1998,1,146,-9,-9,17,4,1,2,0,4.3000002
4124,4124010,-9,-9,28,7,1998,28,7,1998,1,83,-9,-9,17,4,1,2,0,4.3000002
4124,4124011,-9,-9,19,10,1998,19,10,1998,1,47,-9,-9,17,4,1,2,0,4.3000002
4124,4124012,-9,-9,5,12,1998,5,12,1998,1,-9,0,0,16,4,1,2,0,4.3000002
4124,4124013,-9,-9,-9,1,1999,-9,1,1999,-9,-9,0,0,11,3,1,2,0,4.3000002
4125,4125001,-9,-9,16,6,1999,-9,6,1999,-9,32,0,0,7,3,1,2,0,4.3000002
4125,4125002,-9,-9,18,7,1999,18,7,1999,1,-9,0,0,7,3,2,2,0,4.3000002
4126,4126001,-9,-9,15,2,1996,17,2,1996,3,0,0,0,7,3,1,1,0,4.3000002
4126,4126002,-9,-9,15,2,1996,17,2,1996,3,0,0,0,7,3,1,1,0,4.3000002
4126,4126003,-9,-9,15,2,1996,15,2,1996,1,-9,0,0,7,3,1,1,0,4.3000002
4127,4127001,-9,-9,15,2,1999,19,2,1999,5,-9,0,0,15,4,1,2,0,4.3000002
4128,4128001,-9,-9,-9,8,1998,-9,8,1998,-9,-9,0,0,7,3,1,1,0,4.3000002
4128,4128002,-9,-9,28,10,1998,-9,11,1998,-9,-9,0,0,7,3,1,1,0,4.3000002
4128,4128003,-9,-9,-9,11,1998,-9,11,1998,-9,-9,0,0,7,3,1,1,0,4.3000002
4128,4128004,-9,-9,11,11,1998,14,11,1998,4,18,0,0,8,3,1,1,0,4.3000002
4128,4128005,-9,-9,29,11,1998,-9,12,1998,-9,175,0,0,15,4,1,1,0,4.3000002
4128,4128006,-9,-9,23,5,1999,23,5,1999,1,57,0,0,7,3,1,1,0,4.3000002
4128,4128007,-9,-9,19,7,1999,19,7,1999,1,-9,0,0,7,3,1,1,0,4.3000002
4128,4128008,-9,-9,-9,1,2000,-9,1,2000,-9,-9,0,0,15,4,1,1,0,4.3000002
4128,4128009,-9,-9,-9,2,2000,-9,2,2000,-9,-9,0,0,7,3,1,1,0,4.3000002
4130,4130001,-9,-9,-9,1,1997,-9,1,1997,-9,-9,-9,-9,17,4,1,2,3,4.3000002
4130,4130002,-9,-9,12,1,1997,12,1,1997,1,1,-9,-9,16,4,1,2,0,4.3000002
4130,4130003,-9,-9,13,1,1997,13,1,1997,1,-9,0,0,10,3,1,2,0,4.3000002
4132,4132001,-9,-9,-9,5,1997,-9,7,1997,-9,-9,0,0,15,4,1,1,2,4.3000002
4132,4132002,-9,-9,-9,5,1997,-9,7,1997,-9,-9,0,0,15,4,1,1,0,4.3000002
4133,4133001,-9,-9,12,3,1999,12,3,1999,1,0,0,0,12,3,1,1,0,4.3000002
4133,4133002,-9,-9,12,3,1999,12,3,1999,1,7,0,0,7,3,1,1,0,4.3000002
4133,4133003,-9,-9,19,3,1999,19,3,1999,1,48,0,0,1,2,1,2,0,4.3000002
4133,4133004,-9,-9,6,5,1999,6,5,1999,1,0,0,0,12,3,1,1,0,4.3000002
4133,4133005,-9,-9,6,5,1999,6,5,1999,1,-9,0,0,7,3,1,1,0,4.3000002
4134,4134001,-9,-9,27,6,1995,28,6,1995,2,1,-9,-9,17,4,1,1,0,4.3000002
4134,4134002,-9,-9,28,6,1995,28,6,1995,1,1,0,0,15,4,1,1,2,4.3000002
4134,4134003,-9,-9,29,6,1995,29,6,1995,1,1,0,0,11,3,1,1,2,4.3000002
4134,4134004,-9,-9,30,6,1995,30,6,1995,1,17,0,0,7,3,1,2,0,4.3000002
4134,4134005,-9,-9,17,7,1995,17,7,1995,1,-9,0,0,11,3,1,1,0,4.3000002
4135,4135001,-9,-9,15,8,1997,15,8,1997,1,4,0,0,8,3,1,4,0,4.3000002
4135,4135002,-9,-9,19,8,1997,19,8,1997,1,1,0,0,11,3,1,4,0,4.3000002
4135,4135003,-9,-9,20,8,1997,20,8,1997,1,7,0,0,7,3,1,4,0,4.3000002
4135,4135004,-9,-9,27,8,1997,27,8,1997,1,109,1,3,16,4,1,4,0,4.3000002
4135,4135005,-9,-9,14,12,1997,17,12,1997,4,16,0,0,7,3,1,4,0,4.3000002
4135,4135006,-9,-9,30,12,1997,30,12,1997,1,17,-9,-9,17,4,1,2,0,4.3000002
4135,4135007,-9,-9,16,1,1998,16,1,1998,1,1,0,0,7,3,1,4,0,4.3000002
4135,4135008,-9,-9,17,1,1998,17,1,1998,1,2,0,0,7,3,1,4,0,4.3000002
4135,4135009,-9,-9,19,1,1998,19,1,1998,1,103,0,0,7,3,1,4,0,4.3000002
4135,4135010,-9,-9,2,5,1998,2,5,1998,1,-9,0,0,7,3,1,4,0,4.3000002
4136,4136001,-9,-9,3,3,1997,-9,3,1997,-9,12,0,0,8,3,1,2,0,4.3000002
4136,4136002,-9,-9,15,3,1997,-9,3,1997,-9,5,0,0,11,3,1,2,0,4.3000002
4136,4136003,-9,-9,20,3,1997,-9,3,1997,-9,-9,0,0,7,3,1,2,0,4.3000002
4137,4137001,-9,-9,-9,2,1998,-9,2,1998,-9,-9,0,0,11,3,1,2,0,4.3000002
4137,4137002,-9,-9,1,3,1998,-9,3,1998,-9,5,0,0,11,3,1,2,0,4.3000002
4137,4137003,-9,-9,6,3,1998,-9,3,1998,-9,1,0,0,8,3,1,2,0,4.3000002
4137,4137004,-9,-9,7,3,1998,7,3,1998,1,-9,0,0,11,3,1,2,0,4.3000002
4137,4137005,-9,-9,-9,4,1998,-9,4,1998,-9,-9,0,0,8,3,1,2,0,4.3000002
4137,4137006,-9,-9,1,4,1998,3,4,1998,3,11,0,0,11,3,1,2,0,4.3000002
4137,4137007,-9,-9,12,4,1998,13,4,1998,2,7,0,0,11,3,1,2,0,4.3000002
4137,4137008,-9,-9,19,4,1998,3,5,1998,15,14,0,0,11,3,1,2,0,4.3000002
4137,4137009,-9,-9,3,5,1998,3,5,1998,1,39,0,0,11,3,2,4,0,4.3000002
4137,4137010,-9,-9,11,6,1998,17,6,1998,7,1,0,0,7,3,16,2,0,4.3000002
4137,4137011,-9,-9,12,6,1998,13,6,1998,2,2,0,0,11,3,1,2,0,4.3000002
4137,4137012,-9,-9,14,6,1998,14,6,1998,1,1,0,0,11,3,1,2,0,4.3000002
4137,4137013,-9,-9,15,6,1998,16,6,1998,2,1,0,0,7,3,13,2,0,4.3000002
4137,4137014,-9,-9,16,6,1998,16,6,1998,1,19,0,0,12,3,1,2,0,4.3000002
4137,4137015,-9,-9,5,7,1998,5,7,1998,1,0,0,0,7,3,1,2,0,4.3000002
4137,4137016,-9,-9,5,7,1998,5,7,1998,1,13,0,0,12,3,1,2,0,4.3000002
4137,4137017,-9,-9,18,7,1998,18,7,1998,1,7,0,0,16,4,1,2,0,4.3000002
4137,4137018,-9,-9,25,7,1998,29,7,1998,5,3,0,0,16,4,1,2,0,4.3000002
4137,4137019,-9,-9,28,7,1998,-9,7,1998,-9,15,0,0,8,3,1,2,0,4.3000002
4137,4137020,-9,-9,12,8,1998,12,8,1998,1,3,0,0,16,4,1,2,0,4.3000002
4137,4137021,-9,-9,15,8,1998,-9,8,1998,-9,2,0,0,8,3,1,2,0,4.3000002
4137,4137022,-9,-9,17,8,1998,22,8,1998,6,1,0,0,7,3,19,2,0,4.3000002
4137,4137023,-9,-9,18,8,1998,18,8,1998,1,4,0,0,16,4,1,2,0,4.3000002
4137,4137024,-9,-9,22,8,1998,26,8,1998,5,33,0,0,7,3,13,2,0,4.3000002
4137,4137025,-9,-9,24,9,1998,24,9,1998,1,6,0,0,1,2,16,2,0,4.3000002
4137,4137026,-9,-9,30,9,1998,30,9,1998,1,2,0,0,1,2,16,2,0,4.3000002
4137,4137027,-9,-9,2,10,1998,2,10,1998,1,3,0,0,16,4,1,2,0,4.3000002
4137,4137028,-9,-9,5,10,1998,5,10,1998,1,0,0,0,10,3,1,2,0,4.3000002
4137,4137029,-9,-9,5,10,1998,5,10,1998,1,0,0,0,10,3,1,2,0,4.3000002
4137,4137030,-9,-9,5,10,1998,5,10,1998,1,1,0,0,10,3,1,2,0,4.3000002
4137,4137031,-9,-9,6,10,1998,9,10,1998,4,4,0,0,16,4,1,2,0,4.3000002
4137,4137032,-9,-9,10,10,1998,10,10,1998,1,2,0,0,7,3,1,2,0,4.3000002
4137,4137033,-9,-9,12,10,1998,12,10,1998,1,1,0,0,16,4,1,2,0,4.3000002
4137,4137034,-9,-9,13,10,1998,27,10,1998,15,10,0,0,1,2,16,2,0,4.3000002
4137,4137035,-9,-9,23,10,1998,23,10,1998,1,11,0,0,1,2,15,2,0,4.3000002
4137,4137036,-9,-9,3,11,1998,3,11,1998,1,38,0,0,16,4,1,2,0,4.3000002
4137,4137037,-9,-9,11,12,1998,13,12,1998,3,6,0,0,16,4,1,2,0,4.3000002
4137,4137038,-9,-9,17,12,1998,17,12,1998,1,2,0,0,11,3,2,4,0,4.3000002
4137,4137039,-9,-9,19,12,1998,19,12,1998,1,26,0,0,12,3,1,2,0,4.3000002
4137,4137040,-9,-9,14,1,1999,-9,1,1999,-9,5,0,0,11,3,1,2,0,4.3000002
4137,4137042,-9,-9,20,1,1999,20,1,1999,1,8,0,0,8,3,16,2,0,4.3000002
4137,4137043,-9,-9,28,1,1999,30,1,1999,3,2,0,0,1,2,16,2,0,4.3000002
4137,4137044,-9,-9,30,1,1999,30,1,1999,1,6,0,0,1,2,16,2,0,4.3000002
4137,4137045,-9,-9,5,2,1999,5,2,1999,1,0,0,0,16,4,1,2,0,4.3000002
4137,4137046,-9,-9,5,2,1999,5,2,1999,1,9,0,0,8,3,1,2,0,4.3000002
4137,4137047,-9,-9,14,2,1999,14,2,1999,1,1,0,0,1,2,16,2,0,4.3000002
4137,4137048,-9,-9,15,2,1999,15,2,1999,1,0,0,0,16,4,1,2,0,4.3000002
4137,4137049,-9,-9,15,2,1999,15,2,1999,1,2,0,0,8,3,1,2,0,4.3000002
4137,4137050,-9,-9,17,2,1999,17,2,1999,1,1,0,0,7,3,1,2,0,4.3000002
4137,4137051,-9,-9,18,2,1999,18,2,1999,1,1,0,0,1,2,16,2,0,4.3000002
4137,4137052,-9,-9,19,2,1999,19,2,1999,1,2,0,0,7,3,1,2,0,4.3000002
4137,4137053,-9,-9,21,2,1999,-9,2,1999,-9,1,0,0,11,3,1,2,0,4.3000002
4137,4137054,-9,-9,22,2,1999,-9,2,1999,-9,1,0,0,7,3,8,2,0,4.3000002
4137,4137055,-9,-9,23,2,1999,23,2,1999,1,1,0,0,1,2,16,2,0,4.3000002
4137,4137056,-9,-9,24,2,1999,27,2,1999,4,2,0,0,7,3,1,2,0,4.3000002
4137,4137057,-9,-9,26,2,1999,26,2,1999,1,2,0,0,7,3,1,2,0,4.3000002
4137,4137058,-9,-9,28,2,1999,3,3,1999,4,1,0,0,7,3,2,2,0,4.3000002
4137,4137059,-9,-9,1,3,1999,4,3,1999,4,3,0,0,16,4,1,2,0,4.3000002
4137,4137060,-9,-9,4,3,1999,4,3,1999,1,1,0,0,8,3,1,2,0,4.3000002
4137,4137061,-9,-9,5,3,1999,-9,3,1999,-9,3,0,0,11,3,1,2,0,4.3000002
4137,4137062,-9,-9,8,3,1999,11,3,1999,4,1,0,0,7,3,7,2,0,4.3000002
4137,4137063,-9,-9,9,3,1999,20,3,1999,12,3,0,0,7,3,19,2,0,4.3000002
4137,4137064,-9,-9,12,3,1999,12,3,1999,1,1,0,0,1,2,16,2,0,4.3000002
4137,4137065,-9,-9,13,3,1999,13,3,1999,1,0,0,0,1,2,19,2,0,4.3000002
4137,4137066,-9,-9,13,3,1999,13,3,1999,1,2,0,0,7,3,1,2,0,4.3000002
4137,4137067,-9,-9,15,3,1999,15,3,1999,1,1,0,0,1,2,16,2,0,4.3000002
4137,4137068,-9,-9,16,3,1999,-9,3,1999,-9,0,0,0,11,3,1,2,0,4.3000002
4137,4137069,-9,-9,16,3,1999,16,3,1999,1,5,0,0,1,2,19,2,0,4.3000002
4137,4137070,-9,-9,21,3,1999,21,3,1999,1,1,0,0,12,3,1,2,0,4.3000002
4137,4137071,-9,-9,22,3,1999,22,3,1999,1,1,0,0,7,3,1,2,0,4.3000002
4137,4137072,-9,-9,23,3,1999,-9,3,1999,-9,1,0,0,11,3,1,2,0,4.3000002
4137,4137073,-9,-9,24,3,1999,27,3,1999,4,0,0,0,8,3,1,2,0,4.3000002
4137,4137074,-9,-9,24,3,1999,10,6,1999,79,0,4,-9,16,4,13,2,0,4.3000002
4137,4137075,-9,-9,24,3,1999,27,3,1999,4,1,0,0,16,4,1,2,0,4.3000002
4137,4137076,-9,-9,25,3,1999,28,3,1999,4,14,0,0,8,3,10,2,0,4.3000002
4137,4137077,-9,-9,9,4,1999,9,4,1999,1,4,0,0,16,4,1,2,0,4.3000002
4137,4137078,-9,-9,13,4,1999,20,4,1999,8,1,-9,-9,17,4,1,2,0,4.3000002
4137,4137079,-9,-9,14,4,1999,-9,4,1999,-9,1,0,0,11,3,1,2,0,4.3000002
4137,4137081,-9,-9,25,4,1999,25,4,1999,1,5,-9,-9,17,4,1,2,0,4.3000002
4137,4137082,-9,-9,30,4,1999,30,4,1999,1,11,-9,-9,17,4,1,2,0,4.3000002
4137,4137083,-9,-9,11,5,1999,11,5,1999,1,5,0,0,17,4,1,2,0,4.3000002
4137,4137084,-9,-9,16,5,1999,17,5,1999,2,1,-9,-9,17,4,1,2,0,4.3000002
4137,4137085,-9,-9,17,5,1999,17,5,1999,1,2,0,0,11,3,1,2,0,4.3000002
4137,4137086,-9,-9,19,5,1999,10,6,1999,23,0,0,0,7,3,1,2,0,4.3000002
4137,4137087,-9,-9,19,5,1999,10,6,1999,23,0,0,0,7,3,1,2,0,4.3000002
4137,4137088,-9,-9,19,5,1999,10,6,1999,23,0,0,0,11,3,1,2,0,4.3000002
4137,4137089,-9,-9,19,5,1999,10,6,1999,23,0,0,0,11,3,1,2,0,4.3000002
4137,4137090,-9,-9,19,5,1999,10,6,1999,23,0,0,0,7,3,1,2,0,4.3000002
4137,4137091,-9,-9,19,5,1999,10,6,1999,23,0,0,0,7,3,1,2,0,4.3000002
4137,4137092,-9,-9,19,5,1999,10,6,1999,23,0,0,0,7,3,1,2,0,4.3000002
4137,4137093,-9,-9,19,5,1999,10,6,1999,23,0,0,0,7,3,1,2,0,4.3000002
4137,4137094,-9,-9,19,5,1999,10,6,1999,23,0,0,0,7,3,1,2,0,4.3000002
4137,4137095,-9,-9,19,5,1999,10,6,1999,23,0,0,0,7,3,1,2,0,4.3000002
4137,4137096,-9,-9,19,5,1999,10,6,1999,23,0,0,0,7,3,1,2,0,4.3000002
4137,4137097,-9,-9,19,5,1999,10,6,1999,23,4,0,0,7,3,1,2,0,4.3000002
4137,4137098,-9,-9,23,5,1999,23,5,1999,1,2,0,0,11,3,1,2,0,4.3000002
4137,4137099,-9,-9,25,5,1999,26,5,1999,2,3,-9,-9,17,4,1,2,0,4.3000002
4137,4137100,-9,-9,28,5,1999,28,5,1999,1,8,0,0,7,3,1,2,0,4.3000002
4137,4137101,-9,-9,5,6,1999,5,6,1999,1,-9,0,0,16,4,1,2,0,4.3000002
4138,4138001,-9,-9,12,1,1999,12,1,1999,1,-9,1,3,17,4,1,1,0,4.3000002
4140,4140001,-9,-9,1,12,1999,4,12,1999,4,2,0,0,8,3,1,2,0,4.3000002
4140,4140002,-9,-9,3,12,1999,6,12,1999,4,0,0,0,11,3,1,2,0,4.3000002
4140,4140003,-9,-9,3,12,1999,6,12,1999,4,124,0,0,11,3,1,2,0,4.3000002
4140,4140004,-9,-9,5,4,2000,-9,4,2000,-9,-9,0,0,11,3,1,2,0,4.3000002
4140,4140005,-9,-9,-9,7,2000,-9,7,2000,-9,-9,0,0,14,4,1,1,0,4.3000002
4141,4141001,-9,-9,19,2,2000,19,2,2000,1,6,0,0,17,4,1,2,0,4.3000002
4141,4141002,-9,-9,25,2,2000,25,2,2000,1,-9,0,0,17,4,1,2,0,4.3000002
4143,4143001,-9,-9,20,9,1995,21,9,1995,2,98,0,0,17,4,1,1,0,4.3000002
4143,4143002,-9,-9,27,12,1995,27,12,1995,1,0,0,0,12,3,1,1,0,4.3000002
4143,4143003,-9,-9,27,12,1995,27,12,1995,1,2,0,0,17,4,1,1,0,4.3000002
4143,4143004,-9,-9,29,12,1995,29,12,1995,1,-9,0,0,11,3,1,1,0,4.3000002
4143,4143005,-9,-9,-9,1,1996,-9,1,1996,-9,-9,0,0,12,3,1,1,0,4.3000002
4143,4143006,-9,-9,-9,1,1996,-9,1,1996,-9,-9,0,0,16,4,1,1,0,4.3000002
4143,4143007,-9,-9,12,3,1996,12,3,1996,1,129,0,0,12,3,1,1,0,4.3000002
4143,4143008,-9,-9,19,7,1996,-9,7,1996,-9,-9,0,0,7,3,1,1,0,4.3000002
4144,4144001,-9,-9,13,5,1997,13,5,1997,1,0,0,0,12,3,1,1,0,4.3000002
4144,4144002,-9,-9,13,5,1997,15,5,1997,3,27,0,0,15,4,1,1,0,4.3000002
4144,4144003,-9,-9,9,6,1997,9,6,1997,1,132,0,0,12,3,1,1,0,4.3000002
4144,4144004,-9,-9,19,10,1997,19,10,1997,1,-9,-9,-9,16,4,1,1,0,4.3000002
4145,4145001,-9,-9,-9,4,1994,-9,4,1994,-9,-9,0,0,15,4,1,2,0,4.3000002
4146,4146001,-9,-9,3,3,1995,3,3,1995,1,0,0,0,12,3,1,4,0,4.3000002
4146,4146002,-9,-9,3,3,1995,3,3,1995,1,2,0,0,15,4,1,4,0,4.3000002
4146,4146003,-9,-9,5,3,1995,-9,3,1995,-9,-9,0,0,15,4,1,4,0,4.3000002
4147,4147001,-9,-9,16,7,1998,16,7,1998,1,-9,0,0,7,3,1,2,0,4.3000002
4147,4147002,-9,-9,-9,8,1998,-9,8,1998,-9,-9,0,0,11,3,1,2,0,4.3000002
4148,4148001,-9,-9,6,3,1996,-9,3,1996,-9,-9,0,0,15,4,1,2,0,4.3000002
4149,4149001,-9,-9,30,10,1996,30,10,1996,1,-9,0,0,16,4,1,2,0,4.3000002
4150,4150001,-9,-9,-9,8,1997,-9,8,1997,-9,-9,0,0,12,3,1,1,0,4.3000002
4150,4150002,-9,-9,26,8,1997,26,8,1997,1,-9,0,0,11,3,1,1,0,4.3000002
4151,4151001,-9,-9,24,2,2000,3,3,2000,9,1,0,0,15,4,1,1,0,4.3000002
4151,4151002,-9,-9,25,2,2000,-9,2,2000,-9,19,0,0,7,3,1,1,0,4.3000002
4151,4151003,-9,-9,15,3,2000,-9,4,2000,-9,-9,0,0,11,3,1,2,1,4.3000002
4152,4152001,-9,-9,28,12,2000,29,12,2000,2,136,0,0,12,3,1,1,0,4.3000002
4152,4152002,-9,-9,13,5,2001,13,5,2001,1,-9,0,0,12,3,1,1,0,4.3000002
4154,4154001,-9,-9,-9,4,1997,28,5,1997,-9,-9,0,0,15,4,1,2,0,4.3000002
