dispnum3,incidnum3,dispnum4,incidnum4,stabb,ccode,stday,stmon,styear,endday,endmon,endyear,insidea,sidea,fatality,fatalpre,action,hostlev,revtype1,revtype2,version
4042,4042008,-9,-9,JPN,740,23,3,1995,23,3,1995,0,0,0,0,0,1,0,0,4.3000002
4042,4042008,-9,-9,RUS,365,23,3,1995,23,3,1995,1,1,0,0,12,3,1,0,4.3000002
4042,4042009,-9,-9,JPN,740,4,4,1995,4,4,1995,0,0,0,0,0,1,0,0,4.3000002
4042,4042009,-9,-9,RUS,365,4,4,1995,4,4,1995,1,1,0,0,7,3,1,0,4.3000002
4042,4042010,-9,-9,JPN,740,6,4,1995,6,4,1995,0,0,0,0,0,1,0,0,4.3000002
4042,4042010,-9,-9,RUS,365,6,4,1995,6,4,1995,1,1,0,0,7,3,1,2,4.3000002
4042,4042011,-9,-9,JPN,740,10,5,1995,11,5,1995,0,0,0,0,0,1,0,0,4.3000002
4042,4042011,-9,-9,RUS,365,10,5,1995,11,5,1995,1,1,0,0,7,3,1,2,4.3000002
4042,4042012,-9,-9,JPN,740,24,5,1995,24,5,1995,0,0,0,0,0,1,0,0,4.3000002
4042,4042012,-9,-9,RUS,365,24,5,1995,24,5,1995,1,1,0,0,7,3,1,2,4.3000002
4042,4042013,-9,-9,JPN,740,27,9,1995,-9,9,1995,0,0,0,0,0,1,0,0,4.3000002
4042,4042013,-9,-9,RUS,365,27,9,1995,-9,9,1995,1,1,0,0,15,4,1,2,4.3000002
4043,4043001,-9,-9,YUG,345,1,7,1993,1,7,1993,0,0,0,0,0,1,0,0,4.3000002
4043,4043001,-9,-9,ALB,339,1,7,1993,1,7,1993,1,1,0,0,1,2,2,0,4.3000002
4043,4043002,-9,-9,YUG,345,-9,7,1993,-9,8,1993,0,0,0,0,0,1,0,0,4.3000002
4043,4043002,-9,-9,ALB,339,-9,7,1993,-9,8,1993,1,1,0,0,12,3,2,1,4.3000002
4043,4043003,-9,-9,ALB,339,6,8,1993,6,8,1993,0,1,1,1,0,1,0,0,4.3000002
4043,4043003,-9,-9,YUG,345,6,8,1993,6,8,1993,1,0,0,0,16,4,2,1,4.3000002
4043,4043004,-9,-9,ALB,339,13,8,1993,13,8,1993,0,1,0,0,0,1,0,0,4.3000002
4043,4043004,-9,-9,YUG,345,13,8,1993,13,8,1993,1,0,0,0,12,3,2,1,4.3000002
4043,4043005,-9,-9,YUG,345,16,8,1993,16,8,1993,0,0,1,1,0,1,0,0,4.3000002
4043,4043005,-9,-9,ALB,339,16,8,1993,16,8,1993,1,1,0,0,16,4,2,1,4.3000002
4043,4043006,-9,-9,ALB,339,6,12,1993,-9,12,1993,0,1,0,0,0,1,0,0,4.3000002
4043,4043006,-9,-9,YUG,345,6,12,1993,-9,12,1993,1,0,0,0,11,3,2,0,4.3000002
4043,4043007,-9,-9,ALB,339,5,3,1994,5,3,1994,0,1,0,0,0,1,0,0,4.3000002
4043,4043007,-9,-9,YUG,345,5,3,1994,5,3,1994,1,0,0,0,16,4,1,0,4.3000002
4043,4043008,-9,-9,ALB,339,6,4,1994,6,4,1994,0,1,0,0,0,1,0,0,4.3000002
4043,4043008,-9,-9,YUG,345,6,4,1994,6,4,1994,1,0,0,0,11,3,1,0,4.3000002
4043,4043009,-9,-9,ALB,339,11,8,1994,11,8,1994,0,1,0,0,0,1,0,0,4.3000002
4043,4043009,-9,-9,YUG,345,11,8,1994,11,8,1994,1,0,0,0,12,3,2,0,4.3000002
4043,4043010,-9,-9,YUG,345,11,8,1994,14,8,1994,0,0,0,0,0,1,0,0,4.3000002
4043,4043010,-9,-9,ALB,339,11,8,1994,14,8,1994,1,1,0,0,15,4,2,0,4.3000002
4045,4045001,-9,-9,ALB,339,-9,3,1995,-9,3,1995,0,0,0,0,0,1,0,0,4.3000002
4045,4045001,-9,-9,YUG,345,-9,3,1995,-9,3,1995,1,1,0,0,7,3,4,0,4.3000002
4046,4046001,-9,-9,YUG,345,23,4,1994,28,4,1994,1,1,0,0,7,3,2,0,4.3000002
4046,4046001,-9,-9,USA,2,23,4,1994,28,4,1994,0,0,0,0,0,1,0,0,4.3000002
4046,4046002,-9,-9,USA,2,23,4,1994,28,4,1994,1,0,0,0,7,3,2,0,4.3000002
4046,4046002,-9,-9,YUG,345,23,4,1994,28,4,1994,0,1,0,0,0,1,0,0,4.3000002
4046,4046003,-9,-9,MAC,343,-9,5,1994,-9,5,1994,0,0,0,0,0,1,0,0,4.3000002
4046,4046003,-9,-9,YUG,345,-9,5,1994,-9,5,1994,1,1,0,0,12,3,2,0,4.3000002
4046,4046004,-9,-9,YUG,345,4,5,1994,5,5,1994,0,1,0,0,0,1,0,0,4.3000002
4046,4046004,-9,-9,USA,2,4,5,1994,5,5,1994,1,0,0,0,11,3,2,0,4.3000002
4046,4046005,-9,-9,YUG,345,-9,6,1994,-9,6,1994,0,1,0,0,0,1,0,0,4.3000002
4046,4046005,-9,-9,MAC,343,-9,6,1994,-9,6,1994,1,0,0,0,1,2,1,0,4.3000002
4046,4046006,-9,-9,MAC,343,13,6,1994,13,6,1994,0,0,0,0,0,1,0,0,4.3000002
4046,4046006,-9,-9,YUG,345,13,6,1994,13,6,1994,1,1,0,0,11,3,1,0,4.3000002
4048,4048001,-9,-9,CRO,344,26,1,1993,-9,1,1993,0,0,0,0,0,1,0,0,4.3000002
4048,4048001,-9,-9,FRN,220,26,1,1993,-9,1,1993,1,1,0,0,7,3,4,0,4.3000002
4050,4050001,-9,-9,UKR,369,8,4,1994,8,4,1994,0,0,0,0,0,1,0,0,4.3000002
4050,4050001,-9,-9,RUS,365,8,4,1994,8,4,1994,1,1,0,0,7,3,4,0,4.3000002
4050,4050002,-9,-9,UKR,369,9,4,1994,10,4,1994,0,0,0,0,0,1,0,0,4.3000002
4050,4050002,-9,-9,RUS,365,9,4,1994,10,4,1994,1,1,0,0,7,3,4,0,4.3000002
4050,4050003,-9,-9,RUS,365,9,4,1994,10,4,1994,0,1,0,0,0,1,0,0,4.3000002
4050,4050003,-9,-9,UKR,369,9,4,1994,10,4,1994,1,0,0,0,7,3,4,0,4.3000002
4050,4050004,-9,-9,RUS,365,10,4,1994,11,4,1994,0,1,0,0,0,1,0,0,4.3000002
4050,4050004,-9,-9,UKR,369,10,4,1994,11,4,1994,1,0,0,0,15,4,4,0,4.3000002
4051,4051001,-9,-9,MLD,359,15,2,1993,15,2,1993,0,0,0,0,0,1,0,0,4.3000002
4051,4051001,-9,-9,RUS,365,15,2,1993,15,2,1993,1,1,0,0,7,3,1,2,4.3000002
4052,4052001,-9,-9,RUS,365,9,6,1993,12,6,1993,0,0,0,0,0,1,0,0,4.3000002
4052,4052001,-9,-9,CHN,710,9,6,1993,12,6,1993,1,0,0,0,15,4,4,0,4.3000002
4054,4054001,-9,-9,AFG,700,3,3,1993,3,3,1993,0,0,0,0,0,1,0,0,4.3000002
4054,4054001,-9,-9,RUS,365,3,3,1993,3,3,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054001,-9,-9,UZB,704,3,3,1993,3,3,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054001,-9,-9,TKM,701,3,3,1993,3,3,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054001,-9,-9,KYR,703,3,3,1993,3,3,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054001,-9,-9,TAJ,702,3,3,1993,3,3,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054001,-9,-9,KZK,705,3,3,1993,3,3,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054002,-9,-9,AFG,700,-9,4,1993,-9,4,1993,0,0,0,0,0,1,0,0,4.3000002
4054,4054002,-9,-9,RUS,365,-9,4,1993,-9,4,1993,1,1,0,0,1,2,1,0,4.3000002
4054,4054002,-9,-9,TAJ,702,-9,4,1993,-9,4,1993,1,1,0,0,1,2,1,0,4.3000002
4054,4054003,-9,-9,AFG,700,8,4,1993,8,4,1993,0,0,0,0,0,1,0,0,4.3000002
4054,4054003,-9,-9,TAJ,702,8,4,1993,8,4,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054004,-9,-9,AFG,700,29,5,1993,29,5,1993,0,0,0,0,0,1,0,0,4.3000002
4054,4054004,-9,-9,RUS,365,29,5,1993,29,5,1993,1,1,0,0,11,3,1,0,4.3000002
4054,4054004,-9,-9,TAJ,702,29,5,1993,29,5,1993,1,1,0,0,11,3,1,0,4.3000002
4054,4054005,-9,-9,AFG,700,-9,7,1993,-9,7,1993,0,0,-9,-9,0,1,0,0,4.3000002
4054,4054005,-9,-9,RUS,365,-9,7,1993,-9,7,1993,1,1,0,0,16,4,2,0,4.3000002
4054,4054006,-9,-9,AFG,700,12,7,1993,22,7,1993,0,0,-9,-9,0,1,0,0,4.3000002
4054,4054006,-9,-9,RUS,365,12,7,1993,22,7,1993,1,1,-9,-9,16,4,2,1,4.3000002
4054,4054007,-9,-9,RUS,365,13,7,1993,13,7,1993,0,1,1,-9,17,4,2,0,4.3000002
4054,4054007,-9,-9,AFG,700,13,7,1993,13,7,1993,1,0,1,-9,17,4,2,0,4.3000002
4054,4054008,-9,-9,TAJ,702,13,7,1993,13,7,1993,0,1,1,-9,17,4,2,0,4.3000002
4054,4054008,-9,-9,AFG,700,13,7,1993,13,7,1993,1,0,1,-9,17,4,2,0,4.3000002
4054,4054009,-9,-9,AFG,700,17,7,1993,18,7,1993,0,0,-9,-9,0,1,0,0,4.3000002
4054,4054009,-9,-9,RUS,365,17,7,1993,18,7,1993,1,1,0,0,16,4,2,0,4.3000002
4054,4054010,-9,-9,AFG,700,17,7,1993,18,7,1993,0,0,0,0,0,1,0,0,4.3000002
4054,4054010,-9,-9,RUS,365,17,7,1993,18,7,1993,1,1,0,0,11,3,2,1,4.3000002
4054,4054011,-9,-9,AFG,700,28,7,1993,4,8,1993,0,0,-9,-9,0,1,0,0,4.3000002
4054,4054011,-9,-9,RUS,365,28,7,1993,4,8,1993,1,1,-9,-9,16,4,2,1,4.3000002
4054,4054012,-9,-9,AFG,700,28,7,1993,28,7,1993,0,0,-9,-9,0,1,0,0,4.3000002
4054,4054012,-9,-9,RUS,365,28,7,1993,28,7,1993,1,1,0,0,16,4,2,0,4.3000002
4054,4054013,-9,-9,RUS,365,28,7,1993,28,7,1993,0,1,0,0,0,1,0,0,4.3000002
4054,4054013,-9,-9,AFG,700,28,7,1993,28,7,1993,1,0,0,0,1,2,2,1,4.3000002
4054,4054015,-9,-9,AFG,700,31,7,1993,1,8,1993,0,0,-9,-9,0,1,0,0,4.3000002
4054,4054015,-9,-9,RUS,365,31,7,1993,1,8,1993,1,1,0,0,16,4,2,0,4.3000002
4054,4054016,-9,-9,AFG,700,3,8,1993,3,8,1993,0,0,-9,-9,0,1,0,0,4.3000002
4054,4054016,-9,-9,RUS,365,3,8,1993,3,8,1993,1,1,0,0,16,4,2,0,4.3000002
4054,4054018,-9,-9,AFG,700,7,8,1993,7,8,1993,0,0,0,0,0,1,0,0,4.3000002
4054,4054018,-9,-9,TKM,701,7,8,1993,7,8,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054018,-9,-9,TAJ,702,7,8,1993,7,8,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054018,-9,-9,RUS,365,7,8,1993,7,8,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054018,-9,-9,KYR,703,7,8,1993,7,8,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054018,-9,-9,UZB,704,7,8,1993,7,8,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054018,-9,-9,KZK,705,7,8,1993,7,8,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054019,-9,-9,AFG,700,7,8,1993,7,8,1993,0,0,0,0,0,1,0,0,4.3000002
4054,4054019,-9,-9,UZB,704,7,8,1993,7,8,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054019,-9,-9,KYR,703,7,8,1993,7,8,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054019,-9,-9,RUS,365,7,8,1993,7,8,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054019,-9,-9,KZK,705,7,8,1993,7,8,1993,1,1,0,0,11,3,2,0,4.3000002
4054,4054020,-9,-9,RUS,365,13,8,1993,13,8,1993,0,1,0,0,0,1,0,0,4.3000002
4054,4054020,-9,-9,AFG,700,13,8,1993,13,8,1993,1,0,0,0,4,2,2,0,4.3000002
4054,4054021,-9,-9,AFG,700,7,10,1993,7,10,1993,0,0,0,0,0,1,0,0,4.3000002
4054,4054021,-9,-9,TAJ,702,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054021,-9,-9,KYR,703,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054021,-9,-9,RUS,365,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054021,-9,-9,UZB,704,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054021,-9,-9,KZK,705,7,10,1993,7,10,1993,1,1,0,0,1,2,2,0,4.3000002
4054,4054022,-9,-9,AFG,700,21,2,1994,21,2,1994,0,0,0,0,0,1,0,0,4.3000002
4054,4054022,-9,-9,RUS,365,21,2,1994,21,2,1994,1,1,0,0,1,2,2,0,4.3000002
4054,4054023,-9,-9,AFG,700,21,2,1994,21,2,1994,0,0,0,0,0,1,0,0,4.3000002
4054,4054023,-9,-9,TAJ,702,21,2,1994,21,2,1994,1,1,0,0,1,2,2,0,4.3000002
4055,4055001,-9,-9,AFG,700,31,12,1994,1,1,1995,0,0,0,0,0,1,0,0,4.3000002
4055,4055001,-9,-9,RUS,365,31,12,1994,1,1,1995,1,1,0,0,16,4,4,0,4.3000002
4055,4055002,-9,-9,AFG,700,9,1,1995,9,1,1995,0,0,0,0,0,1,0,0,4.3000002
4055,4055002,-9,-9,RUS,365,9,1,1995,9,1,1995,1,1,0,0,16,4,4,0,4.3000002
4055,4055003,-9,-9,AFG,700,9,4,1995,11,4,1995,0,0,0,0,0,1,0,0,4.3000002
4055,4055003,-9,-9,RUS,365,9,4,1995,11,4,1995,1,1,0,0,16,4,4,0,4.3000002
4055,4055004,-9,-9,AFG,700,10,4,1995,10,4,1995,0,0,0,0,0,1,0,0,4.3000002
4055,4055004,-9,-9,RUS,365,10,4,1995,10,4,1995,1,1,0,0,8,3,4,0,4.3000002
4055,4055005,-9,-9,AFG,700,13,4,1995,13,4,1995,0,0,0,0,0,1,0,0,4.3000002
4055,4055005,-9,-9,RUS,365,13,4,1995,13,4,1995,1,1,0,0,16,4,4,0,4.3000002
4055,4055006,-9,-9,AFG,700,20,4,1995,20,4,1995,0,0,0,0,0,1,0,0,4.3000002
4055,4055006,-9,-9,RUS,365,20,4,1995,20,4,1995,1,1,0,0,16,4,4,0,4.3000002
4055,4055007,-9,-9,AFG,700,22,4,1995,22,4,1995,0,0,0,0,0,1,0,0,4.3000002
4055,4055007,-9,-9,RUS,365,22,4,1995,22,4,1995,1,1,0,0,16,4,4,0,4.3000002
4055,4055008,-9,-9,AFG,700,-9,5,1995,-9,5,1995,0,0,0,0,0,1,0,0,4.3000002
4055,4055008,-9,-9,RUS,365,-9,5,1995,-9,5,1995,1,1,0,0,11,3,4,0,4.3000002
4058,4058001,-9,-9,MAC,343,26,6,1993,26,6,1993,0,0,0,0,17,4,1,0,4.3000002
4058,4058001,-9,-9,ALB,339,26,6,1993,26,6,1993,1,1,1,1,17,4,1,0,4.3000002
4060,4060001,-9,-9,VTM,816,25,3,1995,25,3,1995,0,0,0,0,0,1,0,0,4.3000002
4060,4060001,-9,-9,TAW,713,25,3,1995,25,3,1995,1,1,0,0,7,3,1,0,4.3000002
4061,4061001,-9,-9,JPN,740,21,8,1995,21,8,1995,0,0,0,0,0,1,0,0,4.3000002
4061,4061001,-9,-9,CHN,710,21,8,1995,21,8,1995,1,1,0,0,7,3,1,0,4.3000002
4061,4061002,-9,-9,CHN,710,21,8,1995,21,8,1995,0,1,0,0,0,1,0,0,4.3000002
4061,4061002,-9,-9,JPN,740,21,8,1995,21,8,1995,1,0,0,0,7,3,1,0,4.3000002
4062,4062001,-9,-9,JPN,740,-9,7,1996,-9,7,1996,0,0,0,0,0,1,0,0,4.3000002
4062,4062001,-9,-9,CHN,710,-9,7,1996,-9,7,1996,1,1,0,0,7,3,1,0,4.3000002
4063,4063001,-9,-9,CHN,710,2,9,1996,19,9,1996,0,0,0,0,0,1,0,0,4.3000002
4063,4063001,-9,-9,INS,850,2,9,1996,19,9,1996,1,1,0,0,7,3,1,0,4.3000002
4063,4063002,-9,-9,INS,850,-9,9,1996,-9,9,1996,0,1,0,0,0,1,0,0,4.3000002
4063,4063002,-9,-9,CHN,710,-9,9,1996,-9,9,1996,1,0,0,0,7,3,1,0,4.3000002
4064,4064001,-9,-9,TAW,713,-9,7,1995,-9,7,1995,0,0,0,0,0,1,0,0,4.3000002
4064,4064001,-9,-9,CHN,710,-9,7,1995,-9,7,1995,1,1,0,0,11,3,2,0,4.3000002
4064,4064002,-9,-9,TAW,713,11,7,1995,12,7,1995,0,0,0,0,0,1,0,0,4.3000002
4064,4064002,-9,-9,CHN,710,11,7,1995,12,7,1995,1,1,0,0,7,3,1,0,4.3000002
4064,4064003,-9,-9,TAW,713,16,7,1995,17,7,1995,0,0,0,0,0,1,0,0,4.3000002
4064,4064003,-9,-9,CHN,710,16,7,1995,17,7,1995,1,1,0,0,7,3,1,0,4.3000002
4064,4064004,-9,-9,CHN,710,19,7,1995,28,7,1995,0,1,0,0,0,1,0,0,4.3000002
4064,4064004,-9,-9,TAW,713,19,7,1995,28,7,1995,1,0,0,0,8,3,2,0,4.3000002
4064,4064005,-9,-9,TAW,713,21,7,1995,28,7,1995,0,0,0,0,0,1,0,0,4.3000002
4064,4064005,-9,-9,CHN,710,21,7,1995,28,7,1995,1,1,0,0,7,3,2,0,4.3000002
4064,4064006,-9,-9,CHN,710,-9,8,1995,-9,8,1995,0,1,0,0,0,1,0,0,4.3000002
4064,4064006,-9,-9,TAW,713,-9,8,1995,-9,8,1995,1,0,0,0,11,3,2,0,4.3000002
4064,4064007,-9,-9,TAW,713,15,8,1995,25,8,1995,0,0,0,0,0,1,0,0,4.3000002
4064,4064007,-9,-9,CHN,710,15,8,1995,25,8,1995,1,1,0,0,7,3,2,0,4.3000002
4064,4064008,-9,-9,CHN,710,15,8,1995,15,8,1995,0,1,0,0,0,1,0,0,4.3000002
4064,4064008,-9,-9,TAW,713,15,8,1995,15,8,1995,1,0,0,0,8,3,2,0,4.3000002
4064,4064009,-9,-9,TAW,713,-9,9,1995,-9,9,1995,0,0,0,0,0,1,0,0,4.3000002
4064,4064009,-9,-9,CHN,710,-9,9,1995,-9,9,1995,1,1,0,0,7,3,2,0,4.3000002
4064,4064010,-9,-9,TAW,713,21,10,1995,21,10,1995,0,0,0,0,0,1,0,0,4.3000002
4064,4064010,-9,-9,CHN,710,21,10,1995,21,10,1995,1,1,0,0,1,2,2,0,4.3000002
4064,4064011,-9,-9,TAW,713,23,11,1995,23,11,1995,0,0,0,0,0,1,0,0,4.3000002
4064,4064011,-9,-9,CHN,710,23,11,1995,23,11,1995,1,1,0,0,7,3,2,0,4.3000002
4064,4064012,-9,-9,CHN,710,23,11,1995,23,11,1995,0,1,0,0,0,1,0,0,4.3000002
4064,4064012,-9,-9,TAW,713,23,11,1995,23,11,1995,1,0,0,0,8,3,2,0,4.3000002
4064,4064013,-9,-9,TAW,713,1,12,1995,1,12,1995,0,0,0,0,0,1,0,0,4.3000002
4064,4064013,-9,-9,CHN,710,1,12,1995,1,12,1995,1,1,0,0,1,2,2,0,4.3000002
4064,4064014,-9,-9,CHN,710,19,12,1995,19,12,1995,0,1,0,0,0,1,0,0,4.3000002
4064,4064014,-9,-9,USA,2,19,12,1995,19,12,1995,1,0,0,0,7,3,1,2,4.3000002
4064,4064015,-9,-9,TAW,713,-9,2,1996,-9,2,1996,0,0,0,0,0,1,0,0,4.3000002
4064,4064015,-9,-9,CHN,710,-9,2,1996,-9,2,1996,1,1,0,0,7,3,2,0,4.3000002
4064,4064016,-9,-9,TAW,713,13,2,1996,-9,2,1996,0,0,0,0,0,1,0,0,4.3000002
4064,4064016,-9,-9,CHN,710,13,2,1996,-9,2,1996,1,1,0,0,8,3,2,0,4.3000002
4064,4064017,-9,-9,CHN,710,13,2,1996,13,2,1996,0,1,0,0,0,1,0,0,4.3000002
4064,4064017,-9,-9,TAW,713,13,2,1996,13,2,1996,1,0,0,0,8,3,2,0,4.3000002
4064,4064018,-9,-9,CHN,710,-9,3,1996,-9,3,1996,0,1,0,0,0,1,0,0,4.3000002
4064,4064018,-9,-9,TAW,713,-9,3,1996,-9,3,1996,1,0,0,0,7,3,2,0,4.3000002
4064,4064019,-9,-9,CHN,710,-9,3,1996,-9,3,1996,0,1,0,0,0,1,0,0,4.3000002
4064,4064019,-9,-9,USA,2,-9,3,1996,-9,3,1996,1,0,0,0,7,3,2,0,4.3000002
4064,4064021,-9,-9,CHN,710,8,3,1996,25,3,1996,0,1,0,0,0,1,0,0,4.3000002
4064,4064021,-9,-9,TAW,713,8,3,1996,25,3,1996,1,0,0,0,8,3,2,0,4.3000002
4064,4064022,-9,-9,TAW,713,8,3,1996,25,3,1996,0,0,0,0,0,1,0,0,4.3000002
4064,4064022,-9,-9,CHN,710,8,3,1996,25,3,1996,1,1,0,0,7,3,2,0,4.3000002
4064,4064023,-9,-9,CHN,710,10,3,1996,28,3,1996,0,1,0,0,0,1,0,0,4.3000002
4064,4064023,-9,-9,USA,2,10,3,1996,28,3,1996,1,0,0,0,7,3,2,0,4.3000002
4065,4065001,-9,-9,ROK,732,23,8,1994,23,8,1994,0,0,0,0,0,1,0,0,4.3000002
4065,4065001,-9,-9,CHN,710,23,8,1994,23,8,1994,1,1,0,0,7,3,2,0,4.3000002
4065,4065002,-9,-9,USA,2,23,8,1994,23,8,1994,0,0,0,0,0,1,0,0,4.3000002
4065,4065002,-9,-9,CHN,710,23,8,1994,23,8,1994,1,1,0,0,7,3,2,0,4.3000002
4065,4065003,-9,-9,USA,2,-9,10,1994,-9,10,1994,0,0,0,0,0,1,0,0,4.3000002
4065,4065003,-9,-9,CHN,710,-9,10,1994,-9,10,1994,1,1,0,0,7,3,4,0,4.3000002
4066,4066001,-9,-9,TOG,461,1,2,1993,4,2,1993,0,0,0,0,0,1,0,0,4.3000002
4066,4066001,-9,-9,GHA,452,1,2,1993,4,2,1993,1,1,0,0,8,3,2,0,4.3000002
4067,4067001,-9,-9,NIR,436,18,2,1993,18,2,1993,0,0,0,0,17,4,4,0,4.3000002
4067,4067001,-9,-9,CHA,483,18,2,1993,18,2,1993,1,1,1,1,17,4,4,0,4.3000002
4068,4068001,-9,-9,CHA,483,26,7,1995,-9,7,1995,0,0,0,0,0,1,0,0,4.3000002
4068,4068001,-9,-9,NIG,475,26,7,1995,-9,7,1995,1,1,0,0,14,4,1,0,4.3000002
4069,4069001,-9,-9,CON,484,31,3,1993,7,4,1993,0,0,0,0,0,1,0,0,4.3000002
4069,4069001,-9,-9,DRC,490,31,3,1993,7,4,1993,1,1,0,0,15,4,4,0,4.3000002
4071,4071001,-9,-9,ANG,540,23,10,1994,-9,11,1994,0,0,0,0,0,1,0,0,4.3000002
4071,4071001,-9,-9,DRC,490,23,10,1994,-9,11,1994,1,1,0,0,11,3,4,0,4.3000002
4072,4072001,-9,-9,IRQ,645,13,3,1993,13,3,1993,0,0,0,0,0,1,0,0,4.3000002
4072,4072001,-9,-9,IRN,630,13,3,1993,13,3,1993,1,1,0,0,16,4,2,0,4.3000002
4072,4072002,-9,-9,IRQ,645,19,4,1993,20,4,1993,0,0,0,0,0,1,0,0,4.3000002
4072,4072002,-9,-9,IRN,630,19,4,1993,20,4,1993,1,1,0,0,16,4,2,0,4.3000002
4072,4072003,-9,-9,IRQ,645,14,5,1993,14,5,1993,0,0,0,0,0,1,0,0,4.3000002
4072,4072003,-9,-9,IRN,630,14,5,1993,14,5,1993,1,1,0,0,16,4,2,0,4.3000002
4072,4072004,-9,-9,IRQ,645,25,5,1993,25,5,1993,0,0,-9,-9,0,1,0,0,4.3000002
4072,4072004,-9,-9,IRN,630,25,5,1993,25,5,1993,1,1,0,0,16,4,2,0,4.3000002
4072,4072005,-9,-9,IRQ,645,25,5,1993,25,5,1993,0,0,0,0,0,1,0,0,4.3000002
4072,4072005,-9,-9,IRN,630,25,5,1993,25,5,1993,1,1,0,0,16,4,2,0,4.3000002
4072,4072006,-9,-9,IRN,630,-9,6,1993,-9,6,1993,0,1,0,0,0,1,0,0,4.3000002
4072,4072006,-9,-9,IRQ,645,-9,6,1993,-9,6,1993,1,0,0,0,12,3,0,0,4.3000002
4072,4072007,-9,-9,IRN,630,24,6,1993,-9,6,1993,0,1,0,0,0,1,0,0,4.3000002
4072,4072007,-9,-9,IRQ,645,24,6,1993,-9,6,1993,1,0,0,0,11,3,2,0,4.3000002
4072,4072008,-9,-9,IRQ,645,21,7,1993,25,7,1993,0,0,0,0,0,1,0,0,4.3000002
4072,4072008,-9,-9,IRN,630,21,7,1993,25,7,1993,1,1,-9,-9,16,4,2,0,4.3000002
4073,4073001,-9,-9,IRN,630,11,3,1993,11,3,1993,0,0,0,0,0,1,0,0,4.3000002
4073,4073001,-9,-9,EGY,651,11,3,1993,11,3,1993,1,1,0,0,1,2,2,0,4.3000002
4075,4075001,-9,-9,SOL,940,5,3,1993,5,3,1993,0,0,-9,-9,17,4,2,1,4.3000002
4075,4075001,-9,-9,PNG,910,5,3,1993,5,3,1993,1,1,-9,-9,17,4,2,1,4.3000002
4075,4075002,-9,-9,SOL,940,4,4,1993,5,4,1993,0,0,0,0,0,1,0,0,4.3000002
4075,4075002,-9,-9,PNG,910,4,4,1993,5,4,1993,1,1,0,0,12,4,2,1,4.3000002
4075,4075003,-9,-9,SOL,940,-9,4,1993,-9,4,1993,0,0,-9,-9,17,4,2,1,4.3000002
4075,4075003,-9,-9,PNG,910,-9,4,1993,-9,4,1993,1,1,-9,-9,17,4,2,1,4.3000002
4076,4076001,-9,-9,SOL,940,1,6,1996,2,6,1996,0,0,-9,-9,0,1,0,0,4.3000002
4076,4076001,-9,-9,PNG,910,1,6,1996,2,6,1996,1,1,0,0,16,4,2,1,4.3000002
4076,4076002,-9,-9,SOL,940,-9,7,1996,-9,7,1996,0,0,0,0,0,1,0,0,4.3000002
4076,4076002,-9,-9,PNG,910,-9,7,1996,-9,7,1996,1,1,0,0,12,3,2,1,4.3000002
4076,4076003,-9,-9,PNG,910,-9,7,1996,-9,7,1996,0,1,-9,-9,0,1,0,0,4.3000002
4076,4076003,-9,-9,SOL,940,-9,7,1996,-9,7,1996,1,0,0,0,16,4,2,1,4.3000002
4076,4076004,-9,-9,SOL,940,20,11,1996,29,11,1996,0,0,0,0,0,1,0,0,4.3000002
4076,4076004,-9,-9,PNG,910,20,11,1996,29,11,1996,1,1,0,0,12,3,2,1,4.3000002
4078,4078001,-9,-9,SUD,625,5,8,1994,6,8,1994,0,0,0,0,0,1,0,0,4.3000002
4078,4078001,-9,-9,UGA,500,5,8,1994,6,8,1994,1,1,0,0,15,4,2,0,4.3000002
4078,4078002,-9,-9,UGA,500,13,12,1994,13,12,1994,0,1,0,0,0,1,0,0,4.3000002
4078,4078002,-9,-9,SUD,625,13,12,1994,13,12,1994,1,0,0,0,12,3,4,0,4.3000002
4078,4078003,-9,-9,UGA,500,21,1,1995,23,1,1995,0,1,-9,-9,0,1,0,0,4.3000002
4078,4078003,-9,-9,SUD,625,21,1,1995,23,1,1995,1,0,0,0,16,4,2,0,4.3000002
4078,4078004,-9,-9,SUD,625,23,1,1995,26,1,1995,0,0,0,0,0,1,0,0,4.3000002
