Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","1995","1995","tonnes","20","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","1996","1996","tonnes","40","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","1997","1997","tonnes","400","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","1998","1998","tonnes","250","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","1999","1999","tonnes","900","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2000","2000","tonnes","2500","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2001","2001","tonnes","3000","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2002","2002","tonnes","7141","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2003","2003","tonnes","16796","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2004","2004","tonnes","21662","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2005","2005","tonnes","37702","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2006","2006","tonnes","17693","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2007","2007","tonnes","17583","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2008","2008","tonnes","12415","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2009","2009","tonnes","6581","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2010","2010","tonnes","31307","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2011","2011","tonnes","14000","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2012","2012","tonnes","8046","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2013","2013","tonnes","15067","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2014","2014","tonnes","54871","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2015","2015","tonnes","8535","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2016","2016","tonnes","36820","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","22","Pastry","2017","2017","tonnes","28967","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","22","Pastry","2014","2014","tonnes","5","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","22","Pastry","2015","2015","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","22","Pastry","2016","2016","tonnes","17","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","22","Pastry","2017","2017","tonnes","21","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","534","Peaches and nectarines","2014","2014","tonnes","5","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","534","Peaches and nectarines","2015","2015","tonnes","1","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","534","Peaches and nectarines","2016","2016","tonnes","357","Im","FAO data based on imputation methodology"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","534","Peaches and nectarines","2017","2017","tonnes","99","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","534","Peaches and nectarines","2014","2014","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","534","Peaches and nectarines","2015","2015","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","534","Peaches and nectarines","2016","2016","tonnes","2132","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","534","Peaches and nectarines","2017","2017","tonnes","1","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","247","Peanut butter","2014","2014","tonnes","61","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","247","Peanut butter","2015","2015","tonnes","6","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","247","Peanut butter","2016","2016","tonnes","3","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","247","Peanut butter","2017","2017","tonnes","14","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","247","Peanut butter","2016","2016","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1961","1961","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1962","1962","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1963","1963","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1964","1964","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1965","1965","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1966","1966","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1967","1967","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1968","1968","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1969","1969","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1970","1970","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1971","1971","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1972","1972","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1973","1973","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1974","1974","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1975","1975","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1976","1976","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1977","1977","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1978","1978","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1979","1979","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1980","1980","tonnes","2","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1981","1981","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1982","1982","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1983","1983","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1984","1984","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1985","1985","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1986","1986","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1987","1987","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1988","1988","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1989","1989","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1990","1990","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1991","1991","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1992","1992","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1993","1993","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1994","1994","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1995","1995","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1996","1996","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1997","1997","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1998","1998","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","1999","1999","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2000","2000","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2001","2001","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2002","2002","tonnes","85","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2003","2003","tonnes","153","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2004","2004","tonnes","79","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2005","2005","tonnes","3","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2006","2006","tonnes","1025","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2007","2007","tonnes","84","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2008","2008","tonnes","6","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2009","2009","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2010","2010","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2011","2011","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2012","2012","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2013","2013","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2014","2014","tonnes","63","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2015","2015","tonnes","148","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2016","2016","tonnes","102","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","521","Pears","2017","2017","tonnes","97","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1961","1961","tonnes","28","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1962","1962","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1963","1963","tonnes","59","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1964","1964","tonnes","10","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1965","1965","tonnes","18","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1966","1966","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1967","1967","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1968","1968","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1969","1969","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1970","1970","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1971","1971","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1972","1972","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1973","1973","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1974","1974","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1975","1975","tonnes","7","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1976","1976","tonnes","9","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1977","1977","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1978","1978","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1979","1979","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1980","1980","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1981","1981","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1982","1982","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1983","1983","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1984","1984","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1985","1985","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1986","1986","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1987","1987","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1988","1988","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1989","1989","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1990","1990","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1991","1991","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1992","1992","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1993","1993","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1994","1994","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1995","1995","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1996","1996","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1997","1997","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1998","1998","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","1999","1999","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2000","2000","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2001","2001","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2002","2002","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2003","2003","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2004","2004","tonnes","4","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2005","2005","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2006","2006","tonnes","1","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2007","2007","tonnes","1","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2008","2008","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2009","2009","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2010","2010","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2011","2011","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2012","2012","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2013","2013","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2014","2014","tonnes","2","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2015","2015","tonnes","23","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2016","2016","tonnes","3071","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","521","Pears","2017","2017","tonnes","617","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","187","Peas, dry","2014","2014","tonnes","2716","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","187","Peas, dry","2015","2015","tonnes","3387","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","187","Peas, dry","2016","2016","tonnes","11400","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","187","Peas, dry","2017","2017","tonnes","23921","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","187","Peas, dry","2015","2015","tonnes","5","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","187","Peas, dry","2016","2016","tonnes","4","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","187","Peas, dry","2017","2017","tonnes","2","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","417","Peas, green","2014","2014","tonnes","1265","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","417","Peas, green","2015","2015","tonnes","1064","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","417","Peas, green","2016","2016","tonnes","998","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","417","Peas, green","2014","2014","tonnes","1","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","417","Peas, green","2015","2015","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5910","Export Quantity","417","Peas, green","2016","2016","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1961","1961","tonnes","48","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1962","1962","tonnes","49","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1963","1963","tonnes","36","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1964","1964","tonnes","45","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1965","1965","tonnes","181","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1966","1966","tonnes","89","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1967","1967","tonnes","91","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1968","1968","tonnes","4","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1969","1969","tonnes","1","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1970","1970","tonnes","13","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1971","1971","tonnes","7","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1972","1972","tonnes","5","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1973","1973","tonnes","16","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1974","1974","tonnes","49","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1975","1975","tonnes","49","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1976","1976","tonnes","5","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1977","1977","tonnes","54","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1978","1978","tonnes","18","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1979","1979","tonnes","12","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1980","1980","tonnes","1","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1981","1981","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1982","1982","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1983","1983","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1984","1984","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1985","1985","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1986","1986","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1987","1987","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1988","1988","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1989","1989","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1990","1990","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1991","1991","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1992","1992","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1993","1993","tonnes","30","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1994","1994","tonnes","90","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1995","1995","tonnes","120","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1996","1996","tonnes","0","","Official data"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1997","1997","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1998","1998","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","1999","1999","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2000","2000","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2001","2001","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2002","2002","tonnes","31","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2003","2003","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2004","2004","tonnes","0","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2005","2005","tonnes","188","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2006","2006","tonnes","28","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2007","2007","tonnes","1","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2008","2008","tonnes","3","R","Estimated data using trading partners database"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2009","2009","tonnes","0","*","Unofficial figure"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2010","2010","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2011","2011","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2012","2012","tonnes","0","F","FAO estimate"
"TP","Crops and livestock products","2","Afghanistan","5610","Import Quantity","687","Pepper (piper spp.)","2013","2013","tonnes","0","F","FAO estimate"
