Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","231","Almonds shelled","2008","2008","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","231","Almonds shelled","2008","2008","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","231","Almonds shelled","1994","1994","tonnes","17","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","231","Almonds shelled","1998","1998","tonnes","44","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","231","Almonds shelled","2004","2004","tonnes","15","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","231","Almonds shelled","2005","2005","tonnes","16","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","231","Almonds shelled","2008","2008","tonnes","17","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","231","Almonds shelled","2012","2012","tonnes","21","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","231","Almonds shelled","2017","2017","tonnes","60","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","231","Almonds shelled","1994","1994","1000 US$","66","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","231","Almonds shelled","1998","1998","1000 US$","135","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","231","Almonds shelled","2004","2004","1000 US$","65","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","231","Almonds shelled","2005","2005","1000 US$","146","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","231","Almonds shelled","2008","2008","1000 US$","82","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","231","Almonds shelled","2012","2012","1000 US$","95","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","231","Almonds shelled","2017","2017","1000 US$","305","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","221","Almonds, with shell","2007","2007","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","221","Almonds, with shell","2010","2010","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","221","Almonds, with shell","2016","2016","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","221","Almonds, with shell","2017","2017","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","221","Almonds, with shell","2007","2007","1000 US$","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","221","Almonds, with shell","2010","2010","1000 US$","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","221","Almonds, with shell","2016","2016","1000 US$","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","221","Almonds, with shell","2017","2017","1000 US$","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","221","Almonds, with shell","1996","1996","tonnes","82","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","221","Almonds, with shell","2006","2006","tonnes","40","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","221","Almonds, with shell","2010","2010","tonnes","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","221","Almonds, with shell","2017","2017","tonnes","41","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","221","Almonds, with shell","1996","1996","1000 US$","198","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","221","Almonds, with shell","2006","2006","1000 US$","150","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","221","Almonds, with shell","2010","2010","1000 US$","70","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","221","Almonds, with shell","2017","2017","1000 US$","148","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","1169","Animals, live, non-food","1986","1986","1000 US$","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","1169","Animals, live, non-food","1995","1995","1000 US$","17","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","1169","Animals, live, non-food","1996","1996","1000 US$","18","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","1169","Animals, live, non-food","1997","1997","1000 US$","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","1169","Animals, live, non-food","2012","2012","1000 US$","147","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","1169","Animals, live, non-food","2014","2014","1000 US$","27","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","1169","Animals, live, non-food","2016","2016","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1169","Animals, live, non-food","2009","2009","1000 US$","123","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1169","Animals, live, non-food","2010","2010","1000 US$","797","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1169","Animals, live, non-food","2011","2011","1000 US$","1014","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1169","Animals, live, non-food","2012","2012","1000 US$","346","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1169","Animals, live, non-food","2013","2013","1000 US$","306","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1169","Animals, live, non-food","2014","2014","1000 US$","220","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1169","Animals, live, non-food","2015","2015","1000 US$","141","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1169","Animals, live, non-food","2016","2016","1000 US$","129","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1169","Animals, live, non-food","2017","2017","1000 US$","21","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","1997","1997","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","1999","1999","tonnes","25","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2007","2007","tonnes","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2009","2009","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2010","2010","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2013","2013","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2016","2016","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","711","Anise, badian, fennel, coriander","2017","2017","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","711","Anise, badian, fennel, coriander","1997","1997","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","711","Anise, badian, fennel, coriander","1999","1999","1000 US$","30","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","711","Anise, badian, fennel, coriander","2007","2007","1000 US$","11","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","711","Anise, badian, fennel, coriander","2009","2009","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","711","Anise, badian, fennel, coriander","2010","2010","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","711","Anise, badian, fennel, coriander","2013","2013","1000 US$","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","711","Anise, badian, fennel, coriander","2016","2016","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","711","Anise, badian, fennel, coriander","2017","2017","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","515","Apples","1998","1998","tonnes","21","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","515","Apples","1999","1999","tonnes","21","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","515","Apples","1998","1998","1000 US$","14","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","515","Apples","1999","1999","1000 US$","11","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","526","Apricots","2008","2008","tonnes","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","526","Apricots","2008","2008","1000 US$","9","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","1994","1994","tonnes","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","1999","1999","tonnes","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2003","2003","tonnes","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2006","2006","tonnes","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2007","2007","tonnes","19","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2008","2008","tonnes","10","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2009","2009","tonnes","17","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2010","2010","tonnes","17","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2011","2011","tonnes","12","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2012","2012","tonnes","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2013","2013","tonnes","14","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2014","2014","tonnes","8","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2015","2015","tonnes","57","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2016","2016","tonnes","56","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","527","Apricots, dry","2017","2017","tonnes","110","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","1994","1994","1000 US$","16","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","1999","1999","1000 US$","50","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2003","2003","1000 US$","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2006","2006","1000 US$","12","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2007","2007","1000 US$","34","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2008","2008","1000 US$","35","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2009","2009","1000 US$","40","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2010","2010","1000 US$","80","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2011","2011","1000 US$","59","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2012","2012","1000 US$","15","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2013","2013","1000 US$","58","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2014","2014","1000 US$","32","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2015","2015","1000 US$","133","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2016","2016","1000 US$","241","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","527","Apricots, dry","2017","2017","1000 US$","355","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","527","Apricots, dry","2006","2006","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","527","Apricots, dry","2006","2006","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","1039","Bacon and ham","2009","2009","tonnes","146","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","1039","Bacon and ham","2010","2010","tonnes","61","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","1039","Bacon and ham","2011","2011","tonnes","58","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","1039","Bacon and ham","2012","2012","tonnes","25","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1039","Bacon and ham","2009","2009","1000 US$","501","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1039","Bacon and ham","2010","2010","1000 US$","238","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1039","Bacon and ham","2011","2011","1000 US$","226","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","1039","Bacon and ham","2012","2012","1000 US$","85","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","176","Beans, dry","1986","1986","tonnes","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","176","Beans, dry","1986","1986","1000 US$","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","176","Beans, dry","2004","2004","tonnes","99","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","176","Beans, dry","2017","2017","tonnes","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","176","Beans, dry","2004","2004","1000 US$","73","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","176","Beans, dry","2017","2017","1000 US$","8","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","51","Beer of barley","1993","1993","tonnes","14","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","51","Beer of barley","1994","1994","tonnes","26","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","51","Beer of barley","1995","1995","tonnes","173","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","51","Beer of barley","1996","1996","tonnes","63","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","51","Beer of barley","1997","1997","tonnes","41","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","51","Beer of barley","1998","1998","tonnes","15","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","51","Beer of barley","2015","2015","tonnes","43","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","51","Beer of barley","1993","1993","1000 US$","10","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","51","Beer of barley","1994","1994","1000 US$","33","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","51","Beer of barley","1995","1995","1000 US$","217","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","51","Beer of barley","1996","1996","1000 US$","75","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","51","Beer of barley","1997","1997","1000 US$","52","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","51","Beer of barley","1998","1998","1000 US$","21","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","51","Beer of barley","2015","2015","1000 US$","65","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","634","Beverages, distilled alcoholic","2005","2005","tonnes","14","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","634","Beverages, distilled alcoholic","2005","2005","1000 US$","9","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2006","2006","tonnes","9","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2007","2007","tonnes","40","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2009","2009","tonnes","47","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2010","2010","tonnes","325","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2011","2011","tonnes","228","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2012","2012","tonnes","20","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2013","2013","tonnes","1644","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2014","2014","tonnes","1429","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2015","2015","tonnes","1022","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","633","Beverages, non alcoholic","2017","2017","tonnes","13","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2006","2006","1000 US$","15","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2007","2007","1000 US$","21","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2009","2009","1000 US$","58","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2010","2010","1000 US$","253","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2011","2011","1000 US$","181","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2012","2012","1000 US$","10","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2013","2013","1000 US$","1094","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2014","2014","1000 US$","1196","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2015","2015","1000 US$","754","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","633","Beverages, non alcoholic","2017","2017","1000 US$","29","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","59","Bran, maize","2012","2012","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","59","Bran, maize","2012","2012","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","20","Bread","2002","2002","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","20","Bread","2007","2007","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","20","Bread","2008","2008","tonnes","24","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","20","Bread","2009","2009","tonnes","67","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","20","Bread","2010","2010","tonnes","11","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","20","Bread","2011","2011","tonnes","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","20","Bread","2002","2002","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","20","Bread","2007","2007","1000 US$","10","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","20","Bread","2008","2008","1000 US$","59","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","20","Bread","2009","2009","1000 US$","174","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","20","Bread","2010","2010","1000 US$","28","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","20","Bread","2011","2011","1000 US$","21","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","886","Butter, cow milk","2015","2015","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","886","Butter, cow milk","2017","2017","tonnes","9","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","886","Butter, cow milk","2015","2015","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","886","Butter, cow milk","2017","2017","1000 US$","17","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","893","Buttermilk, curdled, acidified milk","2015","2015","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","893","Buttermilk, curdled, acidified milk","2015","2015","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","358","Cabbages and other brassicas","1998","1998","tonnes","13","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","358","Cabbages and other brassicas","1998","1998","1000 US$","10","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","245","Cake, groundnuts","2005","2005","tonnes","8","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","245","Cake, groundnuts","2005","2005","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","61","Cake, maize","1992","1992","tonnes","18","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","61","Cake, maize","1992","1992","1000 US$","10","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","238","Cake, soybeans","2010","2010","tonnes","80","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","238","Cake, soybeans","2010","2010","1000 US$","61","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5610","Import Quantity","230","Cashew nuts, shelled","1986","1986","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5622","Import Value","230","Cashew nuts, shelled","1986","1986","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","230","Cashew nuts, shelled","2014","2014","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","230","Cashew nuts, shelled","2015","2015","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","230","Cashew nuts, shelled","2014","2014","1000 US$","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","230","Cashew nuts, shelled","2015","2015","1000 US$","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","866","Cattle","2017","2017","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5908","Export Quantity","866","Cattle","2017","2017","Head","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","866","Cattle","2017","2017","1000 US$","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","41","Cereals, breakfast","2001","2001","tonnes","24","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","41","Cereals, breakfast","2002","2002","tonnes","4","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","41","Cereals, breakfast","2008","2008","tonnes","5","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","41","Cereals, breakfast","2010","2010","tonnes","76","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","41","Cereals, breakfast","2011","2011","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","41","Cereals, breakfast","2013","2013","tonnes","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","41","Cereals, breakfast","2014","2014","tonnes","3","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5910","Export Quantity","41","Cereals, breakfast","2015","2015","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","41","Cereals, breakfast","2001","2001","1000 US$","54","","Official data"
"TM","Detailed trade matrix","231","United States of America","2","Afghanistan","5922","Export Value","41","Cereals, breakfast","2002","2002","1000 US$","19","","Official data"
